  (0, 731)	0.00867795341758
  (0, 925)	0.0173559068352
  (0, 317)	0.00867795341758
  (0, 1005)	0.00867795341758
  (0, 1006)	0.00867795341758
  (0, 318)	0.00867795341758
  (0, 478)	0.00867795341758
  (0, 352)	0.00867795341758
  (0, 981)	0.00867795341758
  (0, 674)	0.00867795341758
  (0, 819)	0.00867795341758
  (0, 157)	0.00867795341758
  (0, 156)	0.0173559068352
  (0, 544)	0.0607456739231
  (0, 166)	0.156203161516
  (0, 815)	0.0347118136703
  (0, 730)	0.199592928604
  (0, 909)	0.277694509363
  (0, 293)	0.0347118136703
  (0, 808)	0.173559068352
  (0, 341)	0.0173559068352
  (0, 1029)	0.0173559068352
  (0, 801)	0.00867795341758
  (0, 104)	0.0173559068352
  (0, 181)	0.00867795341758
  :	:
  (0, 20)	0.00867795341758
  (0, 34)	0.00867795341758
  (0, 35)	0.00867795341758
  (0, 170)	0.00867795341758
  (0, 454)	0.00867795341758
  (0, 988)	0.00867795341758
  (0, 471)	0.00867795341758
  (0, 630)	0.00867795341758
  (0, 695)	0.00867795341758
  (0, 15)	0.00867795341758
  (0, 174)	0.00867795341758
  (0, 711)	0.00867795341758
  (0, 143)	0.00867795341758
  (0, 67)	0.00867795341758
  (0, 23)	0.00867795341758
  (0, 765)	0.00867795341758
  (0, 954)	0.00867795341758
  (0, 88)	0.00867795341758
  (0, 38)	0.00867795341758
  (0, 40)	0.00867795341758
  (0, 508)	0.00867795341758
  (0, 75)	0.00867795341758
  (0, 85)	0.00867795341758
  (0, 345)	0.00867795341758
  (0, 342)	0.00867795341758
